Date,STATE OF AFFECTED POPULATION,STATE PCODE OF AFFECTED POPULATION,LOCALITY OF AFFECTED POPULATION,LOCALITY PCODE OF AFFECTED POPULATION,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,# IDP INDIVIDUALS,STATE OF ORIGIN,STATE PCODE OF ORIGIN,LOCALITY OF ORIGIN,LOCALITY PCODE OF ORIGIN
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Aljadid Althowra,Rural,Village,125,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alkamleen Block 5,Urban,Neighbourhood,140,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Albageer East,Rural,Village,110,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Almasoudiya,Urban,Neighbourhood,185,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Aljadid Alashigla,Rural,Village,135,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Al Kamlin Au,Urban,Neighbourhood,445,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alwaly,Rural,Village,50,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Albasateen,Rural,Village,320,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alhilila,Rural,Village,50,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Aljemiabi,Rural,Village,430,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Altekla Adam,Rural,Village,55,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alwefag 6,Rural,Village,215,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alsinaat Au,Rural,Village,380,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alnuba,Rural,Village,200,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alltei,Rural,Village,140,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Wad Lamid,Rural,Village,95,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Almiaah,Rural,Village,65,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Almealig Au,Rural,Village,255,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alsariha Au,Rural,Village,240,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Dar Elsalam Town,Urban,Neighbourhood,115,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Habiba Village,Rural,Village,115,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alkamleen Block 10,Urban,Neighbourhood,70,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Aljadid Althowra,Rural,Village,170,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Almahlaj,Urban,Neighbourhood,170,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alkamleen Block 5,Urban,Neighbourhood,185,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Wad Aljalal,Rural,Village,160,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Al Kamlin Au,Urban,Neighbourhood,625,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,10 Hassaballa,Rural,Village,50,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Kamar Alajab,Rural,Village,40,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alsineed,Rural,Village,45,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Tayiba Almahta,Rural,Village,95,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Kalkool,Rural,Village,325,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alsinaat Au,Rural,Village,450,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Almaseed Au,Rural,Village,0,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Burgan Wad Lamid,Rural,Village,75,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alshiqla Awaj Aldreeb,Rural,Village,475,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Almealig Au,Rural,Village,350,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Alseriha Au,Rural,Village,345,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Dar Elsalam Town,Urban,Neighbourhood,325,Aj Jazirah,SD15,Al Kamlin,SD15035
7/3/2023,Aj Jazirah,SD15,Al Kamlin,SD15035,Habiba Village,Rural,Village,100,Aj Jazirah,SD15,Al Kamlin,SD15035
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Kogaila,Urban,Neighbourhood,175,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Aldafif,Urban,Neighbourhood,200,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Block 40,Urban,Neighbourhood,310,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Village 8 Sefir,Rural,Village,330,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Bashair Village,Rural,Village,360,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Kambo Aldahiya,Rural,Village,305,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Kambo Idriss,Rural,Village,335,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Tohami Village,Rural,Village,380,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Alkaser,Urban,Neighbourhood,315,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 40,Urban,Neighbourhood,315,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 65,Urban,Neighbourhood,305,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Alwehda,Urban,Neighbourhood,340,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Rufaah,Urban,Neighbourhood,325,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 55,Urban,Neighbourhood,325,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Wad Dafalla Village,Rural,Village,330,Khartoum,SD01,Um Bada,SD01002
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Kogaila,Urban,Neighbourhood,125,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Wad Dafalla Village,Rural,Village,380,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 40,Urban,Neighbourhood,310,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 49,Urban,Neighbourhood,355,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Alsoug/Kosti Station/ Getharing,Urban,Neighbourhood,110,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Kambo Sekandar East,Rural,Village,330,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Rufaah,Urban,Neighbourhood,320,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Aljaleen,Urban,Neighbourhood,360,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Kadok,Urban,Neighbourhood,315,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Kashkoush,Urban,Neighbourhood,390,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Alsoug/Kosti Station/ Getharing,Urban,Neighbourhood,125,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Almazad,Urban,Neighbourhood,340,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Village 8 Sefir,Rural,Village,330,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Village 8 Tambal,Rural,Village,305,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Kambo Sekandar West,Rural,Village,315,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Kambo Maktab Alhashaba,Rural,Village,340,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Set Alnour Village,Rural,Village,330,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Kambo Sarier,Rural,Village,345,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Kambo Kubri Alhawa,Rural,Village,305,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Kambo Daoud,Rural,Village,320,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Tahaees,Urban,Neighbourhood,330,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 49,Urban,Neighbourhood,370,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Kashkoush,Urban,Neighbourhood,370,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Aldasis,Urban,Neighbourhood,175,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Almazad,Urban,Neighbourhood,320,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Village 8 Tambal,Rural,Village,305,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Kambo Sekandar West,Rural,Village,295,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Set Alnour Village,Rural,Village,305,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Kambo Daoud,Rural,Village,320,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Alkaser,Urban,Neighbourhood,325,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 48,Urban,Neighbourhood,340,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 65,Urban,Neighbourhood,305,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Alwehda,Urban,Neighbourhood,320,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Alhai 60,Urban,Neighbourhood,350,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Kadok,Urban,Neighbourhood,335,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Manaqil,SD15036,Hai Tahaees,Urban,Neighbourhood,340,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Almwazafeen,Urban,Neighbourhood,100,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/ Umshadida Village,Rural,Village,125,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/14 Albashim Village,Rural,Village,190,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Kenani Alomda Center,Urban,Neighbourhood,100,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Hai Alkahraba/Model School Boarding,Urban,Neighbourhood,250,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Hai Alrai/ Alrai Housing,Urban,Neighbourhood,750,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Algalah Jamal Eldin,Urban,Neighbourhood,200,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Greigana,Rural,Village,25,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Wad Almurad,Urban,Neighbourhood,95,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazihai Alshukriya,Urban,Neighbourhood,100,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Matoog,Rural,Village,175,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Alhai Aljanobi,Urban,Neighbourhood,90,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Alsika Hadid,Urban,Neighbourhood,100,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/ Alkamar Village,Rural,Village,125,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Ahmed Almustafa,Urban,Neighbourhood,50,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Abu Aoun,Urban,Neighbourhood,175,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam Town,Urban,Neighbourhood,225,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Algnabeel Village,Rural,Village,150,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Wad Alkay,Rural,Village,35,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Falastein,Urban,Neighbourhood,105,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Alshajara,Urban,Neighbourhood,100,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Abdoon,Urban,Neighbourhood,95,Khartoum,SD01,Bahri,SD01003
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Alhai Alahli,Urban,Neighbourhood,75,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Kassala,Urban,Neighbourhood,50,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Younis,Urban,Neighbourhood,100,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Abuhaowa,Urban,Neighbourhood,80,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Alnourab Village,Rural,Village,125,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Alaraish,Urban,Neighbourhood,100,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Alhai Aljanoubi,Urban,Neighbourhood,185,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Balowma,Urban,Neighbourhood,95,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Aljadida,Urban,Neighbourhood,95,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Alazima,Urban,Neighbourhood,90,Khartoum,SD01,Sharg An Neel,SD01004
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Alhai Alawsat,Urban,Neighbourhood,75,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Jaloka Village,Rural,Village,150,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Alkhir Bahlik,Urban,Neighbourhood,100,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Almatorab,Urban,Neighbourhood,50,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Umshadid Jamal Eldin,Rural,Village,100,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Kimiyoura A,Rural,Village,25,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Kenani Wad Adam Center,Urban,Neighbourhood,200,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Almourada,Urban,Neighbourhood,120,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/ Hai Alansar,Urban,Neighbourhood,115,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Wadreeg,Urban,Neighbourhood,90,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Shikrer,Urban,Neighbourhood,100,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Matoog,Rural,Village,170,Khartoum,SD01,Um Durman,SD01006
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi / Hai Alsoug Gathering Point,Urban,Neighbourhood,465,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Alhai Alshamali,Urban,Neighbourhood,100,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Abu Elhassan,Urban,Neighbourhood,125,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Almutasila,Urban,Neighbourhood,95,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi A/Lbashim Village,Rural,Village,150,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Wad Hussein Village,Rural,Village,90,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hilat Bashir,Rural,Village,95,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Alhasariya,Urban,Neighbourhood,45,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Alhila17 Village,Rural,Village,150,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Kenani Alomda Center,Urban,Neighbourhood,100,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,24 Alqurashi/Hai Ad Dabbah,Urban,Neighbourhood,75,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Alshediriat,Rural,Village,150,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Alias Village,Rural,Village,150,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Abduelrasoul Village,Rural,Village,100,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Alamarah Ali Yousif Village,Rural,Village,50,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Kimiyoura B,Rural,Village,25,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Kantoula,Rural,Village,110,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Wad Adam/Almakhraja,Rural,Village,40,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Alsoug,Urban,Neighbourhood,120,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Ha Karar,Urban,Neighbourhood,110,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Algubah,Urban,Neighbourhood,160,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Daroog,Urban,Neighbourhood,100,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Kawahla,Urban,Neighbourhood,95,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Meteer,Urban,Neighbourhood,145,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Alshigla,Urban,Neighbourhood,85,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Adar,Urban,Neighbourhood,95,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Umbajiyar,Urban,Neighbourhood,115,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Muya,Urban,Neighbourhood,90,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Alazazi/Hai Alkabeer,Urban,Neighbourhood,100,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Al Qurashi,SD15037,Matoog,Rural,Village,130,Khartoum,SD01,Khartoum,SD01007
7/3/2023,Aj Jazirah,SD15,Janub Al Jazirah,SD15031,Barakat Falata,Urban,Neighbourhood,145,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Janub Al Jazirah,SD15031,Barakat Alreasaa,Urban,Neighbourhood,115,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Janub Al Jazirah,SD15031,Abusoro Village,Rural,Village,150,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Janub Al Jazirah,SD15031,Alshukaba Shaaeldin,Rural,Village,85,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Janub Al Jazirah,SD15031,Dar Alnaeem Village,Rural,Village,140,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Janub Al Jazirah,SD15031,Wad Alnow Village,Rural,Village,120,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Janub Al Jazirah,SD15031,Alsoriba Village,Rural,Village,110,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Janub Al Jazirah,SD15031,Alhoosh Viillage,Rural,Village,315,Khartoum,SD01,Jebel Awlia,SD01001
7/3/2023,Aj Jazirah,SD15,Janub Al Jazirah,SD15031,Amarah Alkhawalda,Rural,Village,100,Khartoum,SD01,Jebel Awlia,SD01001
