,,,,,,,,,,,,PLACE OF ORIGIN,,,,,NATIONALITIES,,,SHELTER CATEGORY,,,,,,,,TOP PRIORITY NEED,RETURN INTENTIONS
INCIDENT,DATA COLLECTION,STATUS,STATE OF DISPLACEMENT,STATE CODE,LOCALITY CODE,LOCALITY OF DISPLACEMENT,LOCATION OF DISPALCEMENT,LOCATION TYPE,LOCATION CLASSIFICATION,IDPs,HHs,STATE ORIGIN,STATE CODE ORIGIN,LOCALITY CODE ORIGIN,LOCALITY ORIGIN,LOCATION OF ORIGIN,NATIONALITY SUDANESE,NATIONALITY NON SUDANESE,TOTAL (=IDPs),SHELTER CATEGORY: Camp,SHELTER CATEGORY: WITH HOST COMMUNITY,SHELTER CATEGORY: IN RENTED ACCOMODATION (PAYING RENT),SHELTER CATEGORY: IN ABANDONED BUILDINGS/Improvised Shelters/NO RENT,SHELTER CATEGORY: IN SCHOOLS OR OTHER PUBLIC BUILDINGS/NO RENT,SHELTER CATEGORY: GATHERING SITES (INFORMAL SETTLEMENTS OR OPEN AREA),SHELTER CATEGORY: UNKNOWN,TOTAL,,
,#date+survey,,#adm1+name,#adm1+pcode,#adm2+pcode,#adm2+name,,,,#affected+idps+ind,#affected+idps+hh,#adm1+origin+name,#adm1+origin+pcode,#adm2+origin+pcode,#adm2+origin+name,,,,,,,,,,,,,,
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Hai Alshati Janoub,Urban,Neighbourhood,170,34,Khartoum,SD01,SD01001,Jebel Awlia,,170,0,170,0,34,0,0,0,0,0,34,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Hai Alshati Janoub,Urban,Neighbourhood,195,39,Khartoum,SD01,SD01007,Khartoum,,195,0,195,0,39,0,0,0,0,0,39,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Block 11,Urban,Neighbourhood,175,35,Khartoum,SD01,SD01001,Jebel Awlia,,175,0,175,0,35,0,0,0,0,0,35,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Block 11,Urban,Neighbourhood,140,28,Khartoum,SD01,SD01006,Um Durman,,140,0,140,0,28,0,0,0,0,0,28,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Khour Ajowal Camp,Rural,Village,481,90,Khartoum,SD01,SD01001,Jebel Awlia,,481,0,481,0,0,0,0,0,90,0,90,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Khour Ajowal Camp,Rural,Village,387,70,Khartoum,SD01,SD01006,Um Durman,,387,0,387,0,0,0,0,0,70,0,70,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Alandarabah,Rural,Village,85,17,Khartoum,SD01,SD01004,Sharg An Neel,,85,0,85,0,17,0,0,0,0,0,17,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Alhadeeb,Rural,Village,165,33,Khartoum,SD01,SD01001,Jebel Awlia,,165,0,165,0,33,0,0,0,0,0,33,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Alhadeeb,Rural,Village,120,24,Khartoum,SD01,SD01007,Khartoum,,120,0,120,0,12,12,0,0,0,0,24,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Judah Aljadida,Rural,Village,160,32,Khartoum,SD01,SD01006,Um Durman,,160,0,160,0,14,18,0,0,0,0,32,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Almujabi,Rural,Village,180,36,Khartoum,SD01,SD01001,Jebel Awlia,,180,0,180,0,20,16,0,0,0,0,36,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Almujabi,Rural,Village,170,34,Khartoum,SD01,SD01007,Khartoum,,170,0,170,0,18,16,0,0,0,0,34,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Almujabi,Rural,Village,135,27,Khartoum,SD01,SD01004,Sharg An Neel,,135,0,135,0,27,0,0,0,0,0,27,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Alwareed,Rural,Village,115,23,Khartoum,SD01,SD01006,Um Durman,,115,0,115,0,23,0,0,0,0,0,23,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Hai Aljaleen,Urban,Neighbourhood,170,34,Khartoum,SD01,SD01003,Bahri,,170,0,170,0,34,0,0,0,0,0,34,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Block 4,Urban,Neighbourhood,180,36,Khartoum,SD01,SD01004,Sharg An Neel,,180,0,180,0,36,0,0,0,0,0,36,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Block 18,Urban,Neighbourhood,200,40,Khartoum,SD01,SD01007,Khartoum,,200,0,200,0,40,0,0,0,0,0,40,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Block 19,Urban,Neighbourhood,195,39,Khartoum,SD01,SD01003,Bahri,,195,0,195,0,39,0,0,0,0,0,39,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Hai Aljabal Sharig,Urban,Neighbourhood,135,27,Khartoum,SD01,SD01001,Jebel Awlia,,135,0,135,0,27,0,0,0,0,0,27,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Hai Aljabal Sharig,Urban,Neighbourhood,130,26,Khartoum,SD01,SD01002,Um Bada,,130,0,130,0,26,0,0,0,0,0,26,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Alaideen Alfokhar,Rural,Village,160,32,Khartoum,SD01,SD01007,Khartoum,,160,0,160,0,32,0,0,0,0,0,32,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Alaideen Alfokhar,Rural,Village,230,46,Khartoum,SD01,SD01004,Sharg An Neel,,230,0,230,0,46,0,0,0,0,0,46,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Juda Aladal,Rural,Village,185,37,Khartoum,SD01,SD01001,Jebel Awlia,,185,0,185,0,37,0,0,0,0,0,37,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Juda Aladal,Rural,Village,170,34,Khartoum,SD01,SD01007,Khartoum,,170,0,170,0,34,0,0,0,0,0,34,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Abu Ramad,Rural,Village,160,32,Khartoum,SD01,SD01003,Bahri,,160,0,160,0,32,0,0,0,0,0,32,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Abu Ramad,Rural,Village,135,27,Khartoum,SD01,SD01004,Sharg An Neel,,135,0,135,0,27,0,0,0,0,0,27,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Mujamaa Alsafa,Urban,Neighbourhood,120,24,Khartoum,SD01,SD01006,Um Durman,,120,0,120,0,24,0,0,0,0,0,24,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Abudolua Village,Rural,Village,145,29,Khartoum,SD01,SD01006,Um Durman,,145,0,145,0,29,0,0,0,0,0,29,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Abudolua Village,Rural,Village,210,42,Khartoum,SD01,SD01007,Khartoum,,210,0,210,0,42,0,0,0,0,0,42,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Abudolua Village,Rural,Village,165,33,Khartoum,SD01,SD01003,Bahri,,165,0,165,0,33,0,0,0,0,0,33,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Alnuzul Village,Rural,Village,165,33,Khartoum,SD01,SD01006,Um Durman,,165,0,165,0,33,0,0,0,0,0,33,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Alnuzul Village,Rural,Village,150,30,Khartoum,SD01,SD01004,Sharg An Neel,,150,0,150,0,30,0,0,0,0,0,30,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Alaradeeb Village,Rural,Village,140,28,Khartoum,SD01,SD01007,Khartoum,,140,0,140,0,28,0,0,0,0,0,28,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Alsalama Village,Rural,Village,140,28,Khartoum,SD01,SD01003,Bahri,,140,0,140,0,28,0,0,0,0,0,28,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Almkhalief Village,Rural,Village,135,27,Khartoum,SD01,SD01006,Um Durman,,135,0,135,0,27,0,0,0,0,0,27,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Almkhalief Village,Rural,Village,230,46,Khartoum,SD01,SD01004,Sharg An Neel,,230,0,230,0,46,0,0,0,0,0,46,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Shambat Village,Rural,Village,200,40,Khartoum,SD01,SD01007,Khartoum,,200,0,200,0,40,0,0,0,0,0,40,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Almakhada Village,Rural,Village,175,35,Khartoum,SD01,SD01001,Jebel Awlia,,175,0,175,0,35,0,0,0,0,0,35,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Almakhada Village,Rural,Village,140,28,Khartoum,SD01,SD01006,Um Durman,,140,0,140,0,28,0,0,0,0,0,28,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Kenana/ Islamic Center Gathering,Rural,Village,97,16,Khartoum,SD01,SD01004,Sharg An Neel,,97,0,97,0,0,0,0,0,16,0,16,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,White Nile,SD09,SD09051,Aj Jabalain,Kenana/ Islamic Center Gathering,Rural,Village,94,15,Khartoum,SD01,SD01006,Um Durman,,94,0,94,0,0,0,0,0,15,0,15,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with new information,White Nile,SD09,SD09051,Aj Jabalain,Kenana Alhijra / Khalid Ibn Alwaleed School,Rural,Village,125,28,Khartoum,SD01,SD01006,Um Durman,,125,0,125,0,0,0,0,28,0,0,28,Food,Return to location of origin
15/04/2023,14/06/2023,New Location,White Nile,SD09,SD09051,Aj Jabalain,Kenana/ Abduelrahman Ibn Aouf School,Rural,Village,56,10,Khartoum,SD01,SD01006,Um Durman,,56,0,56,0,0,0,0,10,0,0,10,Food,Return to location of origin
15/04/2023,14/06/2023,New Location,White Nile,SD09,SD09051,Aj Jabalain,Hai Aljabal Garib,Urban,Neighbourhood,220,44,Khartoum,SD01,SD01001,Jebel Awlia,,220,0,220,0,44,0,0,0,0,0,44,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Hai Aljabal Garib,Urban,Neighbourhood,190,38,Khartoum,SD01,SD01007,Khartoum,,190,0,190,0,38,0,0,0,0,0,38,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Hai Aljabal Garib,Urban,Neighbourhood,135,27,Khartoum,SD01,SD01006,Um Durman,,135,0,135,0,27,0,0,0,0,0,27,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Dabat Boosim Village,Rural,Village,80,16,Khartoum,SD01,SD01007,Khartoum,,80,0,80,0,16,0,0,0,0,0,16,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09051,Aj Jabalain,Dabat Boosim Village,Rural,Village,70,14,Khartoum,SD01,SD01006,Um Durman,,70,0,70,0,14,0,0,0,0,0,14,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Dabat Tukol,Rural,Village,170,34,Khartoum,SD01,SD01001,Jebel Awlia,,170,0,170,0,34,0,0,0,0,0,34,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Bagbagat,Rural,Village,170,34,Khartoum,SD01,SD01007,Khartoum,,170,0,170,0,34,0,0,0,0,0,34,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Aljagogah,Rural,Village,175,35,Khartoum,SD01,SD01006,Um Durman,,175,0,175,0,35,0,0,0,0,0,35,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Wad Shamam Village,Rural,Village,155,31,Khartoum,SD01,SD01001,Jebel Awlia,,155,0,155,0,31,0,0,0,0,0,31,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Alhasowiya,Rural,Village,185,37,Khartoum,SD01,SD01007,Khartoum,,185,0,185,0,37,0,0,0,0,0,37,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Rawda Almukhtar Village,Rural,Village,190,38,Khartoum,SD01,SD01006,Um Durman,,190,0,190,0,38,0,0,0,0,0,38,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Alshur Village,Rural,Village,150,30,Khartoum,SD01,SD01003,Bahri,,150,0,150,0,30,0,0,0,0,0,30,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Abareeg Balani,Rural,Village,165,33,Khartoum,SD01,SD01006,Um Durman,,165,0,165,0,33,0,0,0,0,0,33,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Abareeg Alajab,Rural,Village,175,35,Khartoum,SD01,SD01004,Sharg An Neel,,175,0,175,0,35,0,0,0,0,0,35,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Laoob,Rural,Village,185,37,Khartoum,SD01,SD01001,Jebel Awlia,,185,0,185,0,37,0,0,0,0,0,37,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Dabat Balan,Rural,Village,190,38,Khartoum,SD01,SD01006,Um Durman,,190,0,190,0,38,0,0,0,0,0,38,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Algheliah Albadareen,Rural,Village,175,35,Khartoum,SD01,SD01004,Sharg An Neel,,175,0,175,0,35,0,0,0,0,0,35,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Abuhanjara,Rural,Village,130,26,Khartoum,SD01,SD01007,Khartoum,,130,0,130,0,26,0,0,0,0,0,26,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Bagdad,Rural,Village,150,30,Khartoum,SD01,SD01003,Bahri,,150,0,150,0,30,0,0,0,0,0,30,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Abu Araish,Rural,Village,145,29,Khartoum,SD01,SD01007,Khartoum,,145,0,145,0,29,0,0,0,0,0,29,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Abu Oudam,Rural,Village,120,24,Khartoum,SD01,SD01003,Bahri,,120,0,120,0,24,0,0,0,0,0,24,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Aldreissat Almadrasa,Rural,Village,115,23,Khartoum,SD01,SD01006,Um Durman,,115,0,115,0,23,0,0,0,0,0,23,Food,Return to location of origin
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Asalla,Rural,Village,115,23,Khartoum,SD01,SD01004,Sharg An Neel,,115,0,115,0,23,0,0,0,0,0,23,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Alteirat,Rural,Village,155,31,Khartoum,SD01,SD01007,Khartoum,,155,0,155,0,31,0,0,0,0,0,31,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Alkhairat,Rural,Village,185,37,Khartoum,SD01,SD01006,Um Durman,,185,0,185,0,37,0,0,0,0,0,37,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Ummokaz Altaweel,Rural,Village,175,35,Khartoum,SD01,SD01001,Jebel Awlia,,175,0,175,0,35,0,0,0,0,0,35,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Alkarank,Rural,Village,140,28,Khartoum,SD01,SD01007,Khartoum,,140,0,140,0,28,0,0,0,0,0,28,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Tamaknat,Rural,Village,145,29,Khartoum,SD01,SD01006,Um Durman,,145,0,145,0,29,0,0,0,0,0,29,Food,Remain in same place
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Abumaryam,Rural,Village,150,30,Khartoum,SD01,SD01001,Jebel Awlia,,150,0,150,0,30,0,0,0,0,0,30,Food,Move to another location
15/04/2023,14/06/2023,Updated with same information,White Nile,SD09,SD09052,Guli,Awadallah,Rural,Village,145,29,Khartoum,SD01,SD01004,Sharg An Neel,,145,0,145,0,29,0,0,0,0,0,29,Food,Move to another location
15/04/2023,14/06/2023,Updated with new information,White Nile,SD09,SD09052,Guli,Alsowajeer,Rural,Village,130,26,Khartoum,SD01,SD01001,Jebel Awlia,,130,0,130,0,26,0,0,0,0,0,26,Food,Move to another location
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hai Al Matar,Urban,Neighbourhood,2000,400,Khartoum,SD01,SD01003,Bahri,,2000,0,2000,0,240,160,0,0,0,0,400,Food,Move to another location
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hai Alinqaz,Urban,Neighbourhood,100,20,Khartoum,SD01,SD01003,Bahri,,100,0,100,0,12,8,0,0,0,0,20,Food,Move to another location
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Daim Alnoor,Urban,Neighbourhood,885,177,Khartoum,SD01,SD01003,Bahri,,885,0,885,0,106,71,0,0,0,0,177,Food,Move to another location
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Althoura,Urban,Neighbourhood,1300,260,Khartoum,SD01,SD01003,Bahri,,1300,0,1300,0,156,104,0,0,0,0,260,Food,Move to another location
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Habila,Urban,Neighbourhood,205,41,Khartoum,SD01,SD01007,Khartoum,,205,0,205,0,25,16,0,0,0,0,41,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Alsadaga,Urban,Neighbourhood,95,19,Khartoum,SD01,SD01007,Khartoum,,95,0,95,0,11,8,0,0,0,0,19,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Daim Alnaeam,Urban,Neighbourhood,1440,288,Khartoum,SD01,SD01007,Khartoum,,1440,0,1440,0,173,115,0,0,0,0,288,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Daim Sawakin,Urban,Neighbourhood,955,191,Khartoum,SD01,SD01007,Khartoum,,955,0,955,0,115,76,0,0,0,0,191,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Dar Alsalamat,Urban,Neighbourhood,1270,254,Khartoum,SD01,SD01007,Khartoum,,1270,0,1270,0,152,102,0,0,0,0,254,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Eshwai Bagdad,Urban,Neighbourhood,670,134,Khartoum,SD01,SD01007,Khartoum,,670,0,670,0,80,54,0,0,0,0,134,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Salboi,Urban,Neighbourhood,1550,310,Khartoum,SD01,SD01007,Khartoum,,1550,0,1550,0,186,124,0,0,0,0,310,Food,Remain in same place
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hadl,Urban,Neighbourhood,1905,381,Khartoum,SD01,SD01007,Khartoum,,1905,0,1905,0,229,152,0,0,0,0,381,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hai Alkhalig,Urban,Neighbourhood,1525,305,Khartoum,SD01,SD01007,Khartoum,,1525,0,1525,0,183,122,0,0,0,0,305,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hanish,Urban,Neighbourhood,1665,331,Khartoum,SD01,SD01007,Khartoum,,1665,0,1665,0,199,132,0,0,0,0,331,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Daim Qarb,Urban,Neighbourhood,1420,284,Khartoum,SD01,SD01007,Khartoum,,1420,0,1420,0,170,114,0,0,0,0,284,Food,Return to location of origin
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Daim Mayo,Urban,Neighbourhood,110,22,Khartoum,SD01,SD01004,Sharg An Neel,,110,0,110,0,13,9,0,0,0,0,22,Food,Remain in same place
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Koria Alshagra,Urban,Neighbourhood,445,91,Khartoum,SD01,SD01004,Sharg An Neel,,445,0,445,0,55,36,0,0,0,0,91,Food,Remain in same place
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Aljanayn,Urban,Neighbourhood,320,64,Khartoum,SD01,SD01003,Bahri,,320,0,320,0,38,26,0,0,0,0,64,Food,Remain in same place
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Walea,Urban,Neighbourhood,1240,248,Khartoum,SD01,SD01003,Bahri,,1240,0,1240,0,149,99,0,0,0,0,248,Food,Remain in same place
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Daim Arab,Urban,Neighbourhood,480,96,Khartoum,SD01,SD01003,Bahri,,480,0,480,0,58,38,0,0,0,0,96,Food,Remain in same place
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hai Alskan,Urban,Neighbourhood,1145,229,Khartoum,SD01,SD01003,Bahri,,1145,0,1145,0,137,92,0,0,0,0,229,Food,Remain in same place
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Alkhatmia,Urban,Neighbourhood,495,99,Khartoum,SD01,SD01003,Bahri,,495,0,495,0,59,40,0,0,0,0,99,Food,Remain in same place
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Salalab,Urban,Neighbourhood,2550,510,Khartoum,SD01,SD01003,Bahri,,2550,0,2550,0,306,204,0,0,0,0,510,Food,Move to another location
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Hai Alsoug,Urban,Neighbourhood,2305,461,Khartoum,SD01,SD01003,Bahri,,2305,0,2305,0,277,184,0,0,0,0,461,Food,Move to another location
4/15/23,6/14/23,Updated with new information,Red Sea,SD10,SD10064,Port Sudan,Transit,Urban,Neighbourhood,1095,219,Khartoum,SD01,SD01003,Bahri,,1095,0,1095,0,131,88,0,0,0,0,219,Food,Move to another location
